"Series";"Sex";"Age";"Frequency";"Country";"Time";"Value";"Flags"
"Employment";"Men";"50 to 54";"Annual";"Germany";"1980";1653.5;
"Employment";"Women";"50 to 54";"Annual";"Germany";"1980";911.7;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"1980";2633;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"1980";1688;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"1980";945;
"Population";"All persons";"50 to 54";"Annual";"Germany";"1980";3762;
"Population";"Men";"50 to 54";"Annual";"Germany";"1980";1828;
"Population";"Women";"50 to 54";"Annual";"Germany";"1980";1934;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"1980";67.8;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"1980";34.5;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"1980";33.3;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"1980";1940.9;
"Employment";"Men";"55 to 59";"Annual";"Germany";"1980";1153;
"Employment";"Women";"55 to 59";"Annual";"Germany";"1980";787.9;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"1980";2042;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"1980";1205;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"1980";837;
"Population";"All persons";"55 to 59";"Annual";"Germany";"1980";3571;
"Population";"Men";"55 to 59";"Annual";"Germany";"1980";1472;
"Population";"Women";"55 to 59";"Annual";"Germany";"1980";2099;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"1980";101.1;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"1980";52;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"1980";49.1;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"1980";550.4;
"Employment";"Men";"60 to 64";"Annual";"Germany";"1980";384.6;
"Employment";"Women";"60 to 64";"Annual";"Germany";"1980";165.8;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"1980";587;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"1980";411;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"1980";176;
"Population";"All persons";"60 to 64";"Annual";"Germany";"1980";2337;
"Population";"Men";"60 to 64";"Annual";"Germany";"1980";928;
"Population";"Women";"60 to 64";"Annual";"Germany";"1980";1409;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"1980";36.6;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"1980";26.4;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"1980";10.2;
"Employment";"All persons";"Total";"Annual";"Germany";"1980";27059.2;
"Employment";"Men";"Total";"Annual";"Germany";"1980";16654.7;
"Employment";"Women";"Total";"Annual";"Germany";"1980";10404.5;
"Labour Force";"All persons";"Total";"Annual";"Germany";"1980";27948;
"Labour Force";"Men";"Total";"Annual";"Germany";"1980";17081;
"Labour Force";"Women";"Total";"Annual";"Germany";"1980";10867;
"Population";"All persons";"Total";"Annual";"Germany";"1980";40830;
"Population";"Men";"Total";"Annual";"Germany";"1980";20252;
"Population";"Women";"Total";"Annual";"Germany";"1980";20578;
"Unemployment";"All persons";"Total";"Annual";"Germany";"1980";888.8;
"Unemployment";"Men";"Total";"Annual";"Germany";"1980";426.3;
"Unemployment";"Women";"Total";"Annual";"Germany";"1980";462.5;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"1981";2104;
"Employment";"Men";"15 to 19";"Annual";"Germany";"1981";1144.7;
"Employment";"Women";"15 to 19";"Annual";"Germany";"1981";959.3;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"1981";2241;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"1981";1210;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"1981";1031;
"Population";"All persons";"15 to 19";"Annual";"Germany";"1981";5302;
"Population";"Men";"15 to 19";"Annual";"Germany";"1981";2734;
"Population";"Women";"15 to 19";"Annual";"Germany";"1981";2568;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"1981";137;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"1981";65.3;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"1981";71.7;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"1981";3437.5;
"Employment";"Men";"20 to 24";"Annual";"Germany";"1981";1861.6;
"Employment";"Women";"20 to 24";"Annual";"Germany";"1981";1575.9;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"1981";3680;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"1981";1978;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"1981";1702;
"Population";"All persons";"20 to 24";"Annual";"Germany";"1981";4830;
"Population";"Men";"20 to 24";"Annual";"Germany";"1981";2498;
"Population";"Women";"20 to 24";"Annual";"Germany";"1981";2332;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"1981";242.5;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"1981";116.4;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"1981";126.1;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"1981";3110.8;
"Employment";"Men";"25 to 29";"Annual";"Germany";"1981";1838.1;
"Employment";"Women";"25 to 29";"Annual";"Germany";"1981";1272.7;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"1981";3308;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"1981";1929;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"1981";1379;
"Population";"All persons";"25 to 29";"Annual";"Germany";"1981";4351;
"Population";"Men";"25 to 29";"Annual";"Germany";"1981";2231;
"Population";"Women";"25 to 29";"Annual";"Germany";"1981";2120;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"1981";197.2;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"1981";90.9;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"1981";106.3;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"1981";3101.8;
"Employment";"Men";"30 to 34";"Annual";"Germany";"1981";1977.8;
"Employment";"Women";"30 to 34";"Annual";"Germany";"1981";1124;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"1981";3243;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"1981";2048;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"1981";1195;
"Population";"All persons";"30 to 34";"Annual";"Germany";"1981";4160;
"Population";"Men";"30 to 34";"Annual";"Germany";"1981";2142;
"Population";"Women";"30 to 34";"Annual";"Germany";"1981";2018;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"1981";141.2;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"1981";70.2;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"1981";71;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"1981";3034.4;
"Employment";"Men";"35 to 39";"Annual";"Germany";"1981";1934.2;
"Employment";"Women";"35 to 39";"Annual";"Germany";"1981";1100.2;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"1981";3140;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"1981";1991;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"1981";1149;
"Population";"All persons";"35 to 39";"Annual";"Germany";"1981";3942;
"Population";"Men";"35 to 39";"Annual";"Germany";"1981";2027;
"Population";"Women";"35 to 39";"Annual";"Germany";"1981";1915;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"1981";105.6;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"1981";56.8;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"1981";48.8;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"1981";3781.5;
"Employment";"Men";"40 to 44";"Annual";"Germany";"1981";2447.4;
"Employment";"Women";"40 to 44";"Annual";"Germany";"1981";1334.1;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"1981";3894;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"1981";2510;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"1981";1384;
"Population";"All persons";"40 to 44";"Annual";"Germany";"1981";4989;
"Population";"Men";"40 to 44";"Annual";"Germany";"1981";2566;
"Population";"Women";"40 to 44";"Annual";"Germany";"1981";2423;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"1981";112.5;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"1981";62.6;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"1981";49.9;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"1981";2938.9;
"Employment";"Men";"45 to 49";"Annual";"Germany";"1981";1908.4;
"Employment";"Women";"45 to 49";"Annual";"Germany";"1981";1030.5;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"1981";3028;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"1981";1959;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"1981";1069;
"Population";"All persons";"45 to 49";"Annual";"Germany";"1981";3975;
"Population";"Men";"45 to 49";"Annual";"Germany";"1981";2032;
"Population";"Women";"45 to 49";"Annual";"Germany";"1981";1943;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"1981";89.1;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"1981";50.6;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"1981";38.5;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"1981";2586.4;
"Employment";"Men";"50 to 54";"Annual";"Germany";"1981";1682.7;
"Employment";"Women";"50 to 54";"Annual";"Germany";"1981";903.7;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"1981";2673;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"1981";1729;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"1981";944;
"Population";"All persons";"50 to 54";"Annual";"Germany";"1981";3764;
"Population";"Men";"50 to 54";"Annual";"Germany";"1981";1866;
"Population";"Women";"50 to 54";"Annual";"Germany";"1981";1898;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"1981";86.6;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"1981";46.3;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"1981";40.3;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"1981";1923.1;
"Employment";"Men";"55 to 59";"Annual";"Germany";"1981";1151.9;
"Employment";"Women";"55 to 59";"Annual";"Germany";"1981";771.2;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"1981";2038;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"1981";1212;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"1981";826;
"Population";"All persons";"55 to 59";"Annual";"Germany";"1981";3526;
"Population";"Men";"55 to 59";"Annual";"Germany";"1981";1480;
"Population";"Women";"55 to 59";"Annual";"Germany";"1981";2046;
"Unemployment";"All persons";"55 to 59";"Annual";"Germany";"1981";114.9;
"Unemployment";"Men";"55 to 59";"Annual";"Germany";"1981";60.1;
"Unemployment";"Women";"55 to 59";"Annual";"Germany";"1981";54.8;
"Employment";"All persons";"60 to 64";"Annual";"Germany";"1981";621;
"Employment";"Men";"60 to 64";"Annual";"Germany";"1981";430;
"Employment";"Women";"60 to 64";"Annual";"Germany";"1981";191;
"Labour Force";"All persons";"60 to 64";"Annual";"Germany";"1981";666;
"Labour Force";"Men";"60 to 64";"Annual";"Germany";"1981";463;
"Labour Force";"Women";"60 to 64";"Annual";"Germany";"1981";203;
"Population";"All persons";"60 to 64";"Annual";"Germany";"1981";2588;
"Population";"Men";"60 to 64";"Annual";"Germany";"1981";1026;
"Population";"Women";"60 to 64";"Annual";"Germany";"1981";1562;
"Unemployment";"All persons";"60 to 64";"Annual";"Germany";"1981";45;
"Unemployment";"Men";"60 to 64";"Annual";"Germany";"1981";33;
"Unemployment";"Women";"60 to 64";"Annual";"Germany";"1981";12;
"Employment";"All persons";"Total";"Annual";"Germany";"1981";27035.4;
"Employment";"Men";"Total";"Annual";"Germany";"1981";16590.8;
"Employment";"Women";"Total";"Annual";"Germany";"1981";10444.6;
"Labour Force";"All persons";"Total";"Annual";"Germany";"1981";28307;
"Labour Force";"Men";"Total";"Annual";"Germany";"1981";17243;
"Labour Force";"Women";"Total";"Annual";"Germany";"1981";11064;
"Population";"All persons";"Total";"Annual";"Germany";"1981";41427;
"Population";"Men";"Total";"Annual";"Germany";"1981";20602;
"Population";"Women";"Total";"Annual";"Germany";"1981";20825;
"Unemployment";"All persons";"Total";"Annual";"Germany";"1981";1271.6;
"Unemployment";"Men";"Total";"Annual";"Germany";"1981";652.2;
"Unemployment";"Women";"Total";"Annual";"Germany";"1981";619.4;
"Employment";"All persons";"15 to 19";"Annual";"Germany";"1982";2014.7;
"Employment";"Men";"15 to 19";"Annual";"Germany";"1982";1106.3;
"Employment";"Women";"15 to 19";"Annual";"Germany";"1982";908.4;
"Labour Force";"All persons";"15 to 19";"Annual";"Germany";"1982";2211;
"Labour Force";"Men";"15 to 19";"Annual";"Germany";"1982";1207;
"Labour Force";"Women";"15 to 19";"Annual";"Germany";"1982";1004;
"Population";"All persons";"15 to 19";"Annual";"Germany";"1982";5320;
"Population";"Men";"15 to 19";"Annual";"Germany";"1982";2742;
"Population";"Women";"15 to 19";"Annual";"Germany";"1982";2578;
"Unemployment";"All persons";"15 to 19";"Annual";"Germany";"1982";196.3;
"Unemployment";"Men";"15 to 19";"Annual";"Germany";"1982";100.7;
"Unemployment";"Women";"15 to 19";"Annual";"Germany";"1982";95.6;
"Employment";"All persons";"20 to 24";"Annual";"Germany";"1982";3394.9;
"Employment";"Men";"20 to 24";"Annual";"Germany";"1982";1825.3;
"Employment";"Women";"20 to 24";"Annual";"Germany";"1982";1569.6;
"Labour Force";"All persons";"20 to 24";"Annual";"Germany";"1982";3754;
"Labour Force";"Men";"20 to 24";"Annual";"Germany";"1982";2016;
"Labour Force";"Women";"20 to 24";"Annual";"Germany";"1982";1738;
"Population";"All persons";"20 to 24";"Annual";"Germany";"1982";4957;
"Population";"Men";"20 to 24";"Annual";"Germany";"1982";2557;
"Population";"Women";"20 to 24";"Annual";"Germany";"1982";2400;
"Unemployment";"All persons";"20 to 24";"Annual";"Germany";"1982";359.1;
"Unemployment";"Men";"20 to 24";"Annual";"Germany";"1982";190.7;
"Unemployment";"Women";"20 to 24";"Annual";"Germany";"1982";168.4;
"Employment";"All persons";"25 to 29";"Annual";"Germany";"1982";3054.4;
"Employment";"Men";"25 to 29";"Annual";"Germany";"1982";1802.8;
"Employment";"Women";"25 to 29";"Annual";"Germany";"1982";1251.6;
"Labour Force";"All persons";"25 to 29";"Annual";"Germany";"1982";3337;
"Labour Force";"Men";"25 to 29";"Annual";"Germany";"1982";1948;
"Labour Force";"Women";"25 to 29";"Annual";"Germany";"1982";1389;
"Population";"All persons";"25 to 29";"Annual";"Germany";"1982";4413;
"Population";"Men";"25 to 29";"Annual";"Germany";"1982";2268;
"Population";"Women";"25 to 29";"Annual";"Germany";"1982";2145;
"Unemployment";"All persons";"25 to 29";"Annual";"Germany";"1982";282.6;
"Unemployment";"Men";"25 to 29";"Annual";"Germany";"1982";145.2;
"Unemployment";"Women";"25 to 29";"Annual";"Germany";"1982";137.4;
"Employment";"All persons";"30 to 34";"Annual";"Germany";"1982";3098.9;
"Employment";"Men";"30 to 34";"Annual";"Germany";"1982";1958.3;
"Employment";"Women";"30 to 34";"Annual";"Germany";"1982";1140.6;
"Labour Force";"All persons";"30 to 34";"Annual";"Germany";"1982";3310;
"Labour Force";"Men";"30 to 34";"Annual";"Germany";"1982";2074;
"Labour Force";"Women";"30 to 34";"Annual";"Germany";"1982";1236;
"Population";"All persons";"30 to 34";"Annual";"Germany";"1982";4251;
"Population";"Men";"30 to 34";"Annual";"Germany";"1982";2182;
"Population";"Women";"30 to 34";"Annual";"Germany";"1982";2069;
"Unemployment";"All persons";"30 to 34";"Annual";"Germany";"1982";211.1;
"Unemployment";"Men";"30 to 34";"Annual";"Germany";"1982";115.7;
"Unemployment";"Women";"30 to 34";"Annual";"Germany";"1982";95.4;
"Employment";"All persons";"35 to 39";"Annual";"Germany";"1982";2877.8;
"Employment";"Men";"35 to 39";"Annual";"Germany";"1982";1815.2;
"Employment";"Women";"35 to 39";"Annual";"Germany";"1982";1062.6;
"Labour Force";"All persons";"35 to 39";"Annual";"Germany";"1982";3037;
"Labour Force";"Men";"35 to 39";"Annual";"Germany";"1982";1907;
"Labour Force";"Women";"35 to 39";"Annual";"Germany";"1982";1130;
"Population";"All persons";"35 to 39";"Annual";"Germany";"1982";3785;
"Population";"Men";"35 to 39";"Annual";"Germany";"1982";1940;
"Population";"Women";"35 to 39";"Annual";"Germany";"1982";1845;
"Unemployment";"All persons";"35 to 39";"Annual";"Germany";"1982";159.2;
"Unemployment";"Men";"35 to 39";"Annual";"Germany";"1982";91.8;
"Unemployment";"Women";"35 to 39";"Annual";"Germany";"1982";67.4;
"Employment";"All persons";"40 to 44";"Annual";"Germany";"1982";3724.7;
"Employment";"Men";"40 to 44";"Annual";"Germany";"1982";2399.4;
"Employment";"Women";"40 to 44";"Annual";"Germany";"1982";1325.3;
"Labour Force";"All persons";"40 to 44";"Annual";"Germany";"1982";3891;
"Labour Force";"Men";"40 to 44";"Annual";"Germany";"1982";2500;
"Labour Force";"Women";"40 to 44";"Annual";"Germany";"1982";1391;
"Population";"All persons";"40 to 44";"Annual";"Germany";"1982";4949;
"Population";"Men";"40 to 44";"Annual";"Germany";"1982";2543;
"Population";"Women";"40 to 44";"Annual";"Germany";"1982";2406;
"Unemployment";"All persons";"40 to 44";"Annual";"Germany";"1982";166.3;
"Unemployment";"Men";"40 to 44";"Annual";"Germany";"1982";100.6;
"Unemployment";"Women";"40 to 44";"Annual";"Germany";"1982";65.7;
"Employment";"All persons";"45 to 49";"Annual";"Germany";"1982";3067.3;
"Employment";"Men";"45 to 49";"Annual";"Germany";"1982";1982.6;
"Employment";"Women";"45 to 49";"Annual";"Germany";"1982";1084.7;
"Labour Force";"All persons";"45 to 49";"Annual";"Germany";"1982";3205;
"Labour Force";"Men";"45 to 49";"Annual";"Germany";"1982";2066;
"Labour Force";"Women";"45 to 49";"Annual";"Germany";"1982";1139;
"Population";"All persons";"45 to 49";"Annual";"Germany";"1982";4171;
"Population";"Men";"45 to 49";"Annual";"Germany";"1982";2132;
"Population";"Women";"45 to 49";"Annual";"Germany";"1982";2039;
"Unemployment";"All persons";"45 to 49";"Annual";"Germany";"1982";137.7;
"Unemployment";"Men";"45 to 49";"Annual";"Germany";"1982";83.4;
"Unemployment";"Women";"45 to 49";"Annual";"Germany";"1982";54.3;
"Employment";"All persons";"50 to 54";"Annual";"Germany";"1982";2540.8;
"Employment";"Men";"50 to 54";"Annual";"Germany";"1982";1670.1;
"Employment";"Women";"50 to 54";"Annual";"Germany";"1982";870.7;
"Labour Force";"All persons";"50 to 54";"Annual";"Germany";"1982";2664;
"Labour Force";"Men";"50 to 54";"Annual";"Germany";"1982";1742;
"Labour Force";"Women";"50 to 54";"Annual";"Germany";"1982";922;
"Population";"All persons";"50 to 54";"Annual";"Germany";"1982";3732;
"Population";"Men";"50 to 54";"Annual";"Germany";"1982";1872;
"Population";"Women";"50 to 54";"Annual";"Germany";"1982";1860;
"Unemployment";"All persons";"50 to 54";"Annual";"Germany";"1982";123.2;
"Unemployment";"Men";"50 to 54";"Annual";"Germany";"1982";71.9;
"Unemployment";"Women";"50 to 54";"Annual";"Germany";"1982";51.3;
"Employment";"All persons";"55 to 59";"Annual";"Germany";"1982";1902.8;
"Employment";"Men";"55 to 59";"Annual";"Germany";"1982";1156.4;
"Employment";"Women";"55 to 59";"Annual";"Germany";"1982";746.4;
"Labour Force";"All persons";"55 to 59";"Annual";"Germany";"1982";2045;
"Labour Force";"Men";"55 to 59";"Annual";"Germany";"1982";1236;
"Labour Force";"Women";"55 to 59";"Annual";"Germany";"1982";809;
"Population";"All persons";"55 to 59";"Annual";"Germany";"1982";3497;
"Population";"Men";"55 to 59";"Annual";"Germany";"1982";1507;
